branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
IT,Tier-3,7.69,1,2.7,6.3,71.9,5.9,3.6,6.4,1,2,2,0,1,0,1,16.05
CSE,Tier-3,6.15,0,5.6,7.2,65.0,7.9,5.4,5.3,0,3,1,2,0,1,1,14.68
EE,Tier-3,7.93,0,6.3,5.2,88.7,6.8,4.6,2.1,1,2,1,0,1,0,1,17.29
EE,Tier-2,9.68,0,4.5,5.4,59.5,9.1,4.6,2.6,1,1,1,0,0,0,1,18.09
CSE,Tier-2,7.58,0,6.4,6.5,53.9,6.6,4.7,4.5,1,2,3,1,2,1,1,18.56
CSE,Tier-3,6.11,2,8.5,7.2,66.5,6.6,7.1,3.7,1,3,0,1,0,1,1,17.73
ME,Tier-2,7.53,0,7.3,4.5,71.5,10.0,3.8,5.5,0,2,1,2,0,1,0,
ME,Tier-2,7.05,0,5.6,9.0,52.5,3.6,5.2,4.4,0,0,1,1,1,2,1,18.07
Chemical,Tier-1,6.63,0,7.3,6.1,67.7,7.0,1.6,4.9,1,4,1,1,2,1,1,18.89
ECE,Tier-3,5.31,0,6.1,3.7,81.2,9.4,5.3,3.1,0,3,1,0,1,1,1,13.9
Chemical,Tier-1,6.97,0,3.9,6.9,47.2,4.7,3.9,4.4,2,2,1,0,1,3,1,19.62
ME,Tier-2,5.72,1,6.7,5.9,87.9,4.2,3.6,3.3,0,4,2,2,1,1,0,
Chemical,Tier-2,7.41,1,5.0,3.3,49.8,5.7,2.8,1.5,1,3,1,0,1,2,1,12.4
EE,Tier-3,8.14,0,5.7,6.2,71.4,4.5,6.2,3.3,1,2,2,0,1,2,1,19.39
IT,Tier-3,7.63,0,3.9,5.8,56.3,6.6,5.6,2.0,0,4,2,2,0,0,1,14.19
CSE,Tier-1,9.08,1,6.7,2.8,51.5,5.6,5.2,4.6,2,3,0,0,0,0,1,19.8
CE,Tier-1,6.96,1,5.9,5.8,61.0,8.3,1.4,3.7,2,2,2,0,1,0,1,19.37
CSE,Tier-3,8.36,1,7.1,4.2,62.4,6.2,5.3,2.9,2,2,1,1,0,2,1,18.05
ECE,Tier-1,6.75,3,7.1,6.1,69.0,5.2,4.8,5.0,1,3,1,2,0,2,1,17.81
EE,Tier-3,7.29,0,5.7,5.0,59.6,4.9,2.0,4.1,1,4,2,1,0,1,1,15.4
EE,Tier-2,6.03,0,6.7,7.4,67.8,5.5,4.0,4.2,0,1,1,0,0,1,1,17.78
CSE,Tier-2,6.76,0,7.1,4.1,41.6,3.5,4.9,5.3,1,3,2,0,1,3,1,16.77
CE,Tier-2,7.76,1,3.1,5.4,74.6,4.4,4.3,3.1,2,1,3,3,0,0,1,16.77
CE,Tier-3,6.72,0,7.5,8.1,68.4,6.0,0.4,6.9,0,3,1,1,1,1,1,16.25
CSE,Tier-2,6.64,1,8.1,5.9,65.2,5.2,4.6,3.2,2,0,2,0,2,2,1,19.09
ME,Tier-2,5.74,0,6.9,4.3,60.2,4.9,2.8,3.7,2,4,2,3,0,1,0,
EE,Tier-1,8.26,3,5.1,7.1,61.1,7.0,4.6,2.4,1,2,2,0,0,0,0,
CSE,Tier-2,5.96,0,5.1,7.0,91.3,5.9,2.7,5.1,1,2,2,1,1,0,1,14.79
IT,Tier-2,8.62,1,7.1,4.3,65.2,4.5,2.8,1.6,2,1,2,0,0,2,1,17.51
CE,Tier-3,7.7,1,7.4,9.3,28.8,2.2,7.7,3.6,0,2,4,0,0,1,1,19.78
IT,Tier-1,7.65,0,9.2,8.2,56.7,7.7,5.4,6.7,2,5,2,1,0,1,1,25.06
CSE,Tier-2,6.92,1,7.5,9.6,73.7,6.4,4.0,5.2,2,3,1,0,1,1,1,22.1
IT,Tier-2,7.82,0,8.6,2.6,61.7,9.0,3.0,3.5,0,0,2,2,0,1,1,13.25
CSE,Tier-2,6.77,0,6.9,5.5,68.6,8.3,3.4,3.7,2,3,0,1,0,0,1,16.74
ME,Tier-3,5.71,2,4.3,7.6,54.5,1.9,4.8,3.8,0,3,2,0,0,1,0,
CSE,Tier-2,7.08,0,3.2,5.6,57.9,8.1,5.6,3.6,0,4,1,3,2,1,1,16.14
IT,Tier-3,6.87,3,6.4,7.0,51.7,6.7,5.1,1.3,0,3,2,2,0,1,1,17.28
EE,Tier-3,6.48,0,6.6,10.0,56.7,5.3,3.6,3.7,1,2,1,1,2,0,1,19.81
CSE,Tier-1,8.09,0,6.3,4.8,73.6,4.4,3.0,4.0,1,4,1,1,0,2,1,17.72
CSE,Tier-3,5.01,0,6.4,9.5,73.8,7.2,4.4,2.3,2,4,3,2,0,0,1,19.87
ECE,Tier-3,6.36,1,5.6,7.1,47.2,5.5,1.8,4.9,0,2,1,0,0,1,0,
CSE,Tier-3,5.98,0,4.8,5.1,59.0,8.1,2.3,2.5,0,2,1,1,1,0,0,
EE,Tier-2,5.69,1,6.1,3.3,55.8,7.0,2.8,4.4,0,2,1,0,0,1,1,11.89
EE,Tier-3,6.77,1,6.8,5.5,65.5,4.7,2.4,7.1,0,3,2,1,0,0,0,
Chemical,Tier-2,7.92,2,7.9,6.1,63.4,5.3,6.2,4.6,0,4,1,0,1,3,1,17.04
Chemical,Tier-1,9.14,0,6.9,5.2,64.0,5.7,0.9,3.7,1,2,2,0,1,0,1,18.02
EE,Tier-3,8.56,0,7.3,5.1,60.5,3.8,5.0,6.3,1,2,1,0,0,0,0,
CSE,Tier-1,7.96,2,8.0,6.6,54.1,5.7,6.8,0.0,1,3,1,1,0,0,1,21.01
ECE,Tier-3,7.56,0,5.9,6.2,63.3,5.6,8.0,5.1,0,4,1,1,0,1,0,
ME,Tier-1,7.57,0,6.9,6.8,56.4,5.6,4.2,2.6,1,3,2,0,1,1,1,19.53
ME,Tier-3,5.67,0,6.0,1.9,57.5,6.7,5.1,6.5,2,0,0,0,0,2,1,16.23
CE,Tier-1,7.23,2,9.8,7.2,46.4,6.4,3.8,4.8,2,3,4,0,0,0,1,23.25
Chemical,Tier-2,5.04,0,5.4,2.4,78.3,5.9,5.3,3.2,1,2,3,0,1,0,1,12.68
IT,Tier-1,5.93,1,6.1,2.7,72.8,5.4,5.6,7.1,2,4,3,0,0,1,1,20.11
CSE,Tier-3,7.38,0,5.5,2.5,60.3,7.1,1.8,5.1,0,3,1,0,0,1,1,12.39
ECE,Tier-3,7.41,0,6.9,4.7,55.7,3.3,4.4,4.9,3,1,1,0,0,2,0,
IT,Tier-1,6.61,3,5.9,5.0,65.7,6.4,5.9,3.8,1,1,0,1,0,1,1,18.05
IT,Tier-1,8.22,1,7.4,5.2,82.2,5.7,6.3,2.4,3,1,1,0,1,1,1,21.94
ECE,Tier-3,6.56,0,6.3,7.9,85.2,4.8,1.8,6.0,1,0,2,1,0,0,1,17.46
EE,Tier-3,5.11,1,4.3,5.9,54.7,6.8,3.2,6.8,3,3,2,3,0,1,1,14.65
EE,Tier-2,7.53,1,6.9,3.4,59.0,4.8,2.6,6.0,1,3,3,0,0,0,1,15.9
ME,Tier-2,7.29,1,6.4,6.3,73.2,7.8,5.1,3.5,1,4,1,0,0,2,1,16.17
CSE,Tier-3,7.8,0,7.0,5.1,59.8,5.7,5.5,3.1,2,3,3,2,0,1,1,18.76
IT,Tier-2,7.99,1,6.0,7.1,62.8,6.3,5.6,4.9,0,0,3,3,0,3,1,18.72
EE,Tier-2,5.04,0,6.0,6.1,59.3,6.8,4.7,4.0,1,2,1,1,0,2,0,
CSE,Tier-3,7.41,0,6.7,6.9,66.7,6.0,2.9,5.9,0,3,3,1,1,1,1,18.61
EE,Tier-2,6.27,0,4.4,1.0,93.5,8.0,5.0,3.4,1,3,1,0,0,3,1,14.0
IT,Tier-3,7.27,0,5.8,6.5,72.4,5.6,8.1,1.8,0,3,1,1,1,0,1,16.14
IT,Tier-3,7.08,1,7.6,6.4,64.0,5.8,4.9,7.7,1,4,2,3,0,1,0,
CSE,Tier-3,6.95,0,6.3,4.9,77.0,7.3,3.6,3.5,1,4,2,0,0,2,1,14.51
Chemical,Tier-3,6.13,0,8.1,5.8,56.7,9.4,4.8,7.8,3,3,3,0,0,0,1,20.68
CSE,Tier-3,7.55,0,6.0,2.9,60.5,3.2,3.5,4.4,0,3,2,2,0,2,0,
CE,Tier-2,8.96,0,7.9,10.0,84.4,2.9,4.5,3.9,1,3,1,0,1,0,0,
EE,Tier-3,6.76,0,6.4,5.1,51.1,4.4,3.6,7.2,1,4,2,2,0,2,1,16.32
ME,Tier-3,7.09,0,7.8,8.3,73.6,5.8,5.2,2.9,0,2,3,1,1,3,1,16.5
ME,Tier-1,8.41,0,5.6,6.2,78.4,8.1,4.1,4.1,0,4,1,0,1,0,1,17.32
IT,Tier-3,6.32,2,5.5,2.7,60.3,6.3,3.4,3.0,1,1,0,1,0,0,0,
EE,Tier-3,7.53,1,4.0,4.3,48.7,6.7,4.2,4.1,1,4,2,2,1,0,0,
ME,Tier-2,7.39,0,4.9,7.5,52.0,6.2,2.3,3.9,0,2,2,0,1,0,1,16.09
CSE,Tier-3,8.07,1,3.7,8.2,71.3,3.9,4.0,3.7,0,4,1,1,0,0,1,15.86
CSE,Tier-3,7.83,0,3.9,5.3,85.0,6.9,1.7,4.5,2,4,2,0,0,2,1,19.34
CSE,Tier-2,7.31,0,5.2,7.4,42.0,3.9,5.1,2.1,1,1,1,2,0,1,1,18.13
Chemical,Tier-2,7.52,1,7.5,8.7,63.8,7.2,5.7,2.5,2,5,3,2,0,0,1,19.76
IT,Tier-1,7.27,1,4.4,8.3,70.1,6.8,3.6,7.0,1,3,0,0,0,0,1,18.73
Chemical,Tier-2,7.19,1,7.6,4.9,81.5,8.0,0.4,2.9,2,3,1,1,0,0,0,
CSE,Tier-3,8.23,0,4.1,7.6,62.1,6.2,2.6,3.9,3,4,1,1,2,0,1,20.03
EE,Tier-2,8.47,2,4.7,6.7,50.4,7.9,4.6,3.2,0,2,2,0,0,0,1,14.73
CSE,Tier-3,6.28,0,5.6,3.9,80.3,4.9,0.5,3.2,1,1,1,0,2,2,1,12.73
IT,Tier-3,8.07,0,8.8,7.8,55.0,5.9,3.2,0.9,3,2,0,1,1,0,1,20.87
ECE,Tier-3,6.26,0,6.6,6.2,69.6,6.6,3.6,7.7,1,0,2,1,1,1,1,15.07
CSE,Tier-2,7.06,0,9.7,5.8,75.2,3.7,0.6,4.2,0,1,2,0,0,3,1,14.73
CE,Tier-2,8.54,1,6.8,4.2,75.5,7.3,5.3,2.7,1,2,1,1,0,1,1,18.55
ECE,Tier-2,8.11,0,6.2,5.8,38.1,7.8,1.5,5.3,2,2,2,1,0,2,1,19.87
EE,Tier-2,6.09,3,9.5,6.6,72.0,6.1,3.3,4.2,2,1,1,2,1,0,0,
EE,Tier-2,7.8,2,6.4,4.1,65.9,6.3,8.0,3.0,1,2,1,2,0,1,1,16.79
EE,Tier-1,7.59,1,6.6,8.7,80.4,5.7,6.7,3.6,1,2,1,0,0,3,1,22.48
Chemical,Tier-3,8.09,0,5.4,3.9,60.6,6.3,4.9,5.3,0,3,2,0,1,1,1,15.55
ECE,Tier-2,8.04,1,8.0,5.4,66.1,4.9,7.5,5.3,0,2,1,0,0,0,0,
ME,Tier-3,7.87,0,9.2,3.2,35.9,5.4,3.6,3.8,1,1,1,2,0,1,1,16.96
IT,Tier-3,6.71,0,6.7,6.5,80.5,8.9,5.9,2.9,1,2,3,0,0,3,1,15.68
CE,Tier-2,7.81,0,6.5,2.9,67.5,6.9,4.5,2.4,2,1,2,0,2,3,0,
CSE,Tier-3,6.37,0,4.7,3.1,56.6,4.2,3.5,1.6,2,2,2,1,0,0,1,15.73
IT,Tier-2,6.84,1,7.9,5.7,59.3,5.3,4.0,5.7,1,1,0,0,0,2,0,
CSE,Tier-3,6.13,0,6.7,5.5,62.1,6.3,5.4,3.9,2,0,3,1,0,2,1,18.1
CSE,Tier-1,7.16,0,4.4,3.8,60.9,5.0,4.2,0.3,1,3,2,1,1,3,1,16.48
CSE,Tier-2,8.12,0,4.1,7.1,82.8,8.3,5.8,0.0,0,2,1,1,0,1,1,15.42
CSE,Tier-1,8.14,0,6.5,4.9,83.8,4.5,5.6,4.3,3,1,2,1,1,0,1,22.6
CSE,Tier-2,8.34,0,9.2,7.1,72.4,6.0,5.4,5.3,0,2,2,0,2,1,1,20.06
CSE,Tier-3,7.06,0,7.6,5.4,79.6,8.5,6.4,1.1,3,5,4,2,0,3,1,20.9
ME,Tier-1,5.96,0,6.1,6.1,75.9,8.5,5.9,4.5,1,2,2,1,0,0,1,20.06
ECE,Tier-2,7.54,1,10.0,3.8,68.6,7.3,5.9,1.4,1,3,3,0,1,3,1,17.39
CSE,Tier-2,8.82,1,5.9,6.6,55.2,5.9,6.0,4.4,1,3,0,0,0,1,1,18.56
EE,Tier-2,7.62,0,4.5,3.2,78.9,9.3,5.0,1.1,1,2,2,0,0,1,1,14.58
CSE,Tier-1,8.48,1,4.0,5.3,63.7,7.5,4.5,2.8,1,0,1,2,0,0,1,20.02
CSE,Tier-2,8.21,0,8.6,6.4,68.1,6.6,6.4,4.9,1,2,2,1,1,1,1,21.15
ME,Tier-2,6.66,2,7.9,4.9,43.9,4.2,5.2,6.6,3,3,0,2,0,1,1,19.34
ECE,Tier-2,6.74,0,6.9,8.6,88.6,9.0,5.6,6.0,1,2,0,0,0,2,1,19.42
ECE,Tier-2,7.64,0,2.8,7.9,61.9,6.4,4.0,2.8,1,3,1,2,2,2,1,17.33
ME,Tier-2,7.98,1,3.3,4.0,80.7,6.3,5.0,5.0,1,3,0,1,1,1,0,
EE,Tier-2,6.27,2,7.0,8.2,59.1,4.8,4.0,3.3,0,1,0,0,0,2,0,
CE,Tier-1,7.33,0,5.9,4.1,62.2,5.1,8.2,2.3,2,2,1,0,1,1,1,21.42
Chemical,Tier-3,7.73,0,6.7,6.7,50.2,8.0,5.5,3.0,2,4,1,2,1,1,1,17.76
ME,Tier-2,6.17,0,4.7,5.6,71.2,5.4,6.4,2.1,1,3,2,0,0,3,0,
ME,Tier-2,7.13,2,6.5,5.8,60.8,7.3,4.2,3.3,2,3,0,0,0,1,1,16.94
CSE,Tier-1,6.01,0,5.0,5.1,64.6,6.0,3.6,7.2,3,2,3,0,1,0,1,19.09
IT,Tier-1,8.34,0,5.6,1.6,66.6,5.7,4.9,1.4,2,1,3,1,1,3,1,17.84
CSE,Tier-2,5.91,0,7.7,3.9,82.7,6.9,2.8,7.1,2,3,1,0,2,0,1,18.87
ME,Tier-3,6.81,0,5.0,1.2,67.6,2.2,2.9,4.5,0,4,1,1,0,0,0,
ME,Tier-2,8.09,0,6.7,6.2,65.7,4.4,5.2,5.2,2,1,2,1,0,1,1,21.65
EE,Tier-3,6.41,0,7.3,3.3,76.3,5.2,2.3,5.5,2,2,1,1,1,1,0,
Chemical,Tier-3,6.2,0,6.1,5.9,72.3,4.9,7.0,3.5,3,5,0,0,0,1,1,19.4
Chemical,Tier-3,9.0,0,4.4,5.5,49.3,6.0,5.1,2.9,2,2,0,0,1,1,1,17.17
CSE,Tier-3,6.64,0,3.9,6.5,72.8,8.5,1.5,4.9,1,1,1,0,2,1,0,
ECE,Tier-2,8.69,0,7.7,8.0,53.8,7.8,4.7,4.8,1,1,2,0,0,1,1,22.15
IT,Tier-1,9.32,1,5.5,4.3,69.4,8.1,2.9,1.8,1,1,3,2,0,2,1,15.36
ME,Tier-1,7.73,1,5.7,4.9,64.1,3.3,4.1,6.5,1,2,0,0,1,1,0,
ME,Tier-2,6.25,0,5.5,6.6,61.5,4.9,4.7,0.0,0,0,0,1,0,1,1,13.67
EE,Tier-1,6.93,0,8.0,3.4,61.0,6.6,3.8,7.7,1,3,1,0,0,1,0,
CE,Tier-2,7.2,2,4.8,4.8,65.4,6.9,6.8,7.9,1,3,0,1,0,1,1,17.4
Chemical,Tier-3,4.78,1,4.8,3.7,58.6,8.3,5.8,3.5,3,4,3,1,0,2,1,13.88
CE,Tier-3,7.29,0,6.8,6.3,71.0,4.6,4.6,5.6,1,3,2,2,0,0,1,17.67
ME,Tier-2,7.23,0,7.1,5.0,62.1,5.1,3.7,3.9,3,3,1,0,1,0,1,17.22
CE,Tier-3,7.38,1,6.5,5.0,55.2,5.1,2.4,3.6,0,5,0,1,2,1,1,13.99
IT,Tier-3,7.92,3,5.8,6.5,52.3,9.7,5.3,4.1,1,2,1,1,0,2,1,17.43
CE,Tier-3,8.2,0,6.7,4.1,73.6,5.0,0.8,4.0,0,4,3,0,0,0,0,
EE,Tier-2,7.44,1,7.4,3.0,64.4,6.9,6.4,3.9,0,2,1,0,0,0,1,17.92
Chemical,Tier-3,6.74,0,4.6,8.6,61.5,6.7,3.7,4.4,1,1,0,0,2,1,1,17.02
CE,Tier-2,5.98,0,6.4,7.0,53.7,4.0,4.2,4.7,1,1,2,0,0,1,0,
ECE,Tier-2,6.82,3,5.0,5.8,88.4,5.4,4.3,6.0,0,2,1,0,0,2,1,13.78
EE,Tier-2,8.13,1,7.1,6.4,69.3,6.6,3.0,5.2,1,2,1,2,0,1,1,18.49
EE,Tier-2,7.09,2,5.2,5.7,62.8,5.7,6.5,2.7,1,4,1,2,0,0,1,15.37
CSE,Tier-2,7.2,1,4.6,9.5,71.8,4.6,2.5,2.3,2,2,0,1,0,1,1,17.25
ME,Tier-2,7.4,1,6.5,4.6,55.3,5.2,3.3,6.6,0,1,2,2,0,3,0,
IT,Tier-2,7.37,1,6.2,3.9,71.6,3.5,5.6,1.8,0,1,2,1,0,1,1,12.23
ME,Tier-1,8.59,3,2.8,7.1,64.9,6.6,4.7,5.1,2,2,0,0,0,0,1,20.74
IT,Tier-2,7.81,0,9.0,4.3,75.3,7.7,0.4,4.6,2,3,3,0,1,1,1,15.06
ME,Tier-3,6.79,1,3.5,8.6,69.1,8.1,7.4,3.3,2,2,0,0,0,0,1,17.51
Chemical,Tier-3,7.47,0,6.7,3.9,65.6,6.4,3.4,6.7,2,0,2,1,0,2,1,19.23
ECE,Tier-2,7.06,1,3.2,4.2,93.6,8.2,8.3,2.7,2,1,0,0,0,1,1,18.65
CSE,Tier-1,5.57,2,7.2,7.0,43.2,6.4,8.1,2.1,1,1,1,3,0,0,0,
ME,Tier-3,5.07,0,5.2,2.6,70.5,6.0,6.5,1.7,1,2,1,2,1,0,0,
CE,Tier-3,5.3,0,4.3,5.1,68.8,7.5,7.9,1.8,1,5,1,1,0,0,1,17.0
ECE,Tier-3,5.12,0,6.1,10.0,83.2,5.1,2.9,3.0,0,4,3,2,0,1,1,13.72
CSE,Tier-3,6.72,0,5.9,5.9,61.6,8.4,3.3,4.7,0,2,1,1,0,1,1,13.36
EE,Tier-3,7.04,0,7.1,4.5,83.8,6.4,3.3,5.8,3,2,0,0,0,2,1,18.02
ECE,Tier-3,7.03,1,6.9,4.7,47.9,9.5,2.7,6.7,1,2,2,1,1,1,1,16.61
EE,Tier-2,5.11,0,5.1,3.2,62.2,7.7,4.2,6.9,1,3,1,1,0,1,0,
IT,Tier-3,6.72,2,4.9,7.4,67.6,7.6,2.4,5.4,3,5,4,0,0,0,0,
IT,Tier-3,6.93,0,7.1,4.2,81.6,6.1,6.6,5.6,2,4,4,3,0,0,0,
ECE,Tier-2,6.84,0,3.2,5.4,69.1,4.0,7.3,2.2,1,2,2,0,0,2,0,
CE,Tier-3,4.98,0,7.6,3.4,64.6,8.4,3.6,3.2,1,2,3,1,0,2,1,12.46
ME,Tier-3,8.85,2,6.7,6.0,80.2,6.3,5.9,3.8,3,3,1,0,0,0,1,21.31
IT,Tier-1,7.63,0,5.4,4.6,63.7,6.4,0.9,3.4,3,2,1,1,0,3,1,19.62
IT,Tier-3,7.77,0,4.5,3.4,61.7,7.5,4.9,4.6,1,2,0,1,1,0,0,
ECE,Tier-1,7.89,0,6.6,5.0,78.0,5.5,5.9,4.0,1,1,2,0,0,1,1,19.6
CSE,Tier-2,5.88,0,4.4,5.3,61.9,5.9,5.0,4.7,0,5,0,0,0,2,1,14.27
CSE,Tier-3,7.24,0,7.9,5.2,66.7,5.2,6.1,2.0,3,1,1,1,0,0,1,18.26
ECE,Tier-1,7.36,1,6.7,5.7,68.8,5.6,3.2,0.6,0,2,2,3,1,1,1,15.43
CE,Tier-2,7.72,0,5.1,4.8,51.1,3.6,3.8,5.8,3,4,0,0,2,2,1,19.05
EE,Tier-2,8.39,0,6.1,5.0,55.1,4.0,6.0,3.9,1,4,1,0,2,0,1,18.67
ECE,Tier-3,7.46,1,3.0,3.2,64.6,4.2,4.5,1.3,2,2,3,1,1,2,1,12.62
EE,Tier-3,5.94,1,6.2,5.6,67.1,3.4,3.4,3.1,1,2,0,1,2,1,1,14.32
Chemical,Tier-3,6.64,0,6.0,6.3,49.2,5.3,2.8,4.2,0,2,0,0,0,2,1,15.54
EE,Tier-2,6.38,0,7.3,2.6,64.1,6.4,4.1,5.0,1,1,0,0,0,2,1,15.39
CSE,Tier-3,6.75,0,4.4,6.2,58.8,4.9,6.0,4.2,1,1,1,1,0,2,1,17.07
CE,Tier-3,6.54,0,3.7,6.0,68.0,3.9,9.4,4.5,2,3,4,0,0,0,1,17.62
CE,Tier-2,7.37,1,4.3,3.1,77.5,6.2,6.4,2.0,2,1,1,2,0,2,1,16.87
IT,Tier-3,5.91,0,6.7,3.6,69.1,3.2,3.3,6.7,1,2,2,0,0,1,1,14.3
ECE,Tier-3,6.13,2,4.1,8.8,58.4,6.4,1.1,6.0,2,2,2,0,1,0,1,18.34
ME,Tier-1,8.05,3,6.8,3.6,58.0,5.1,4.5,4.3,0,2,3,1,1,3,0,
CE,Tier-3,8.21,0,7.0,5.1,81.7,5.1,6.3,2.8,1,4,0,2,1,1,1,18.17
CE,Tier-1,8.92,0,6.8,6.1,77.9,6.1,6.8,4.7,1,5,3,1,2,3,1,21.25
EE,Tier-2,7.41,0,4.7,5.2,68.0,3.9,7.9,1.4,2,4,1,0,1,0,0,
CSE,Tier-3,6.71,0,5.8,7.2,44.5,5.4,5.8,4.1,1,1,3,1,0,1,0,
CE,Tier-2,5.28,2,6.9,2.1,61.1,5.0,7.5,1.7,0,2,2,1,0,3,0,
CSE,Tier-3,6.72,0,4.0,7.0,68.7,3.7,3.2,3.6,1,3,1,0,1,2,1,15.54
ECE,Tier-3,7.29,0,7.5,5.8,34.6,5.8,3.9,7.0,3,2,2,0,1,1,1,19.54
EE,Tier-2,8.56,1,6.1,8.5,45.1,4.5,6.3,6.0,1,3,1,3,2,1,1,20.42
CSE,Tier-3,7.53,0,6.2,6.6,49.5,6.8,5.8,6.8,2,2,2,0,1,3,1,21.15
ECE,Tier-3,6.07,0,6.8,4.3,63.0,3.8,5.6,2.3,1,3,1,2,2,1,1,14.64
EE,Tier-2,7.95,1,3.2,2.1,72.4,5.5,4.5,8.5,0,4,1,1,1,2,0,
EE,Tier-1,8.67,0,6.7,7.8,80.2,7.1,3.4,5.6,2,1,2,2,2,1,1,22.03
CSE,Tier-3,6.13,0,6.3,5.6,51.8,7.0,4.6,3.8,1,1,3,1,1,1,1,15.87
CE,Tier-3,6.47,0,7.1,5.3,71.5,7.1,5.1,5.5,3,2,0,0,1,1,0,
CSE,Tier-3,8.27,0,2.8,6.7,37.3,4.8,3.8,3.0,2,3,2,0,1,0,1,18.96
ECE,Tier-1,8.73,0,6.1,1.6,74.1,4.6,1.1,1.7,0,1,1,0,0,0,1,16.5
ME,Tier-2,7.86,0,9.0,5.3,78.2,7.0,2.6,5.7,0,1,2,0,0,2,1,17.57
CSE,Tier-3,6.13,2,4.9,5.6,60.9,6.8,5.2,6.7,1,1,3,2,1,3,1,16.73
Chemical,Tier-2,6.8,0,4.8,2.7,63.4,6.8,6.6,5.1,1,3,0,0,0,0,0,
CSE,Tier-2,8.15,0,5.5,6.2,45.8,4.0,2.6,7.4,0,3,2,0,1,2,1,17.73
IT,Tier-3,6.7,0,6.4,3.2,61.8,6.2,3.6,5.2,2,1,1,0,1,0,0,
IT,Tier-3,8.37,0,6.5,3.8,67.4,8.1,5.3,1.9,1,4,0,1,0,2,0,
Chemical,Tier-3,8.26,0,6.7,2.9,61.4,4.6,6.5,0.4,1,1,1,0,0,2,1,15.69
ME,Tier-3,7.99,0,6.8,3.7,45.5,5.5,3.6,2.1,1,1,1,1,0,2,1,15.56
IT,Tier-2,7.15,0,9.2,2.7,52.3,7.0,2.2,4.6,2,1,2,2,0,1,0,
Chemical,Tier-2,6.85,1,5.9,7.4,59.2,7.9,5.2,1.5,1,2,2,2,0,2,1,17.04
CSE,Tier-3,6.89,0,5.8,5.2,91.5,5.5,6.7,2.0,1,3,0,0,0,1,0,
ME,Tier-3,5.73,0,5.0,5.8,51.3,6.8,4.6,5.2,1,4,2,0,0,1,0,
CSE,Tier-3,6.55,1,5.0,4.6,51.2,4.4,5.6,3.4,0,3,2,1,2,1,0,
EE,Tier-2,7.71,1,7.1,4.1,71.3,6.4,4.6,6.3,0,2,0,0,2,1,0,
CE,Tier-2,7.36,0,7.3,5.9,76.8,5.3,6.1,1.4,2,2,3,1,0,2,0,
CSE,Tier-3,7.98,0,5.3,2.6,76.5,4.7,1.6,1.0,2,2,3,0,1,1,0,
IT,Tier-2,8.93,0,6.9,8.9,73.7,8.0,4.6,4.0,0,0,2,2,0,0,1,19.09
CSE,Tier-3,7.55,0,5.1,3.8,85.1,4.5,4.7,3.6,1,2,3,2,1,2,1,11.56
IT,Tier-3,7.81,3,5.4,6.2,47.3,5.2,9.4,2.2,0,3,1,0,0,2,0,
CSE,Tier-2,6.05,0,7.6,4.8,55.4,6.4,3.3,3.1,1,1,1,0,1,1,0,
EE,Tier-3,6.94,0,4.7,3.6,60.0,5.0,2.9,5.2,1,3,3,0,0,2,1,13.14
CSE,Tier-2,8.53,0,6.4,4.9,67.3,6.2,2.9,3.9,0,2,4,1,0,1,1,15.41
ECE,Tier-3,5.27,0,8.2,5.8,77.4,6.9,1.5,3.9,1,2,1,0,2,1,1,13.91
EE,Tier-3,7.55,0,5.5,7.7,77.2,7.8,2.6,4.5,1,4,0,0,0,1,1,15.64
ECE,Tier-2,7.14,0,7.0,7.4,75.7,7.1,2.0,5.0,0,2,4,1,2,1,1,16.65
ME,Tier-3,7.5,0,6.8,5.1,86.5,6.5,4.0,4.7,0,4,1,1,1,2,0,
Chemical,Tier-2,6.38,0,4.3,5.0,61.7,4.7,5.6,4.2,2,2,1,1,0,1,1,14.74
CSE,Tier-2,9.41,0,9.1,5.1,79.8,5.8,7.8,3.9,0,4,3,0,1,3,1,22.9
IT,Tier-2,7.75,0,7.1,5.2,43.6,5.2,7.3,1.8,0,1,1,1,1,0,0,
CSE,Tier-1,8.09,0,6.8,4.3,73.9,8.3,8.7,5.3,0,3,1,1,0,1,1,18.5
CSE,Tier-1,8.37,0,6.0,8.0,42.4,5.6,8.6,4.7,0,4,2,0,0,2,1,20.5
CSE,Tier-2,7.82,1,7.8,5.3,67.1,6.7,3.3,4.5,3,3,1,0,1,3,1,18.6
Chemical,Tier-3,6.48,0,5.1,4.4,82.1,6.5,6.7,7.7,2,3,1,2,0,0,0,
CSE,Tier-2,8.42,0,8.6,7.5,58.8,4.4,7.2,6.2,1,2,2,1,2,3,1,22.58
IT,Tier-2,6.93,1,7.9,7.2,54.5,6.1,3.9,2.5,3,3,3,3,2,1,0,
Chemical,Tier-2,8.86,0,8.5,6.0,69.6,7.0,2.9,4.4,1,3,2,0,1,1,1,19.24
ECE,Tier-3,7.18,0,4.6,6.7,44.8,5.5,4.6,6.0,2,3,1,0,1,0,1,19.67
EE,Tier-3,7.66,0,6.5,7.3,72.3,7.1,4.0,3.2,2,2,1,1,0,3,1,16.42
